answer,pySATEN2,rVAD,inaSpeechSegmenter,Silero_vad,WhisperX
4.8815977,4.845000000000001,,,4.9,4.891
1.720346,1.695,,,1.7,0.031
4.818006,4.505000000000001,,,4.8,4.672
1.627153,1.655,,1.52,1.7,1.651
4.953248,4.345000000000001,,4.24,5.0,5.482
2.0050001,2.0000000000000004,,,2.0,1.988
4.2801409,4.260000000000001,,,4.4,4.486
2.086541,2.06,,,2.0,2.056
5.029838,5.010000000000001,,,5.2,5.127
2.223172,2.3850000000000002,,,2.2,2.191
5.214031,4.555000000000001,,,5.3,5.633
1.605,1.6300000000000001,,,1.6,1.617
3.1727054,3.15,,,3.2,3.237
1.61958,1.61,,,1.6,1.6
3.690711,3.44,,,3.6,3.625
1.684018,1.68,,,1.7,1.668
3.718975,3.15,,,3.6,3.693
2.4349702,2.535,,,2.4,2.427
7.0823134,6.510000000000001,,,7.2,9.211
2.166742,2.14,,,2.1,0.031
8.653711,8.32,,,8.8,8.806
2.198533,2.3400000000000003,,2.14,2.2,2.14
8.323343,7.590000000000001,,8.86,8.5,8.907
1.675,1.68,,,1.7,1.668
4.7553112,4.720000000000001,,,4.8,4.79
1.81311,1.775,,,1.8,1.786
5.947303,5.21,,,6.0,5.988
2.14469,2.2950000000000004,,,2.1,2.123
6.39535,5.930000000000001,,,6.4,6.477
2.02,2.0500000000000003,,2.24,2.0,2.056
6.6620985,6.45,,6.5600000000000005,6.8,6.95
2.750347,2.7150000000000003,,,2.8,2.714
9.732692,9.555,,,9.8,9.869
1.423694,1.45,,,1.5,1.465
8.000451,7.74,,,8.1,8.468
1.73,1.73,,,1.7,1.718
4.6140368,4.585,,,4.8,6.713
2.900962,2.8950000000000005,,,2.9,2.883
6.785509,6.0200000000000005,,,7.0,6.865
2.108824,2.1250000000000004,,,2.1,2.107
5.793074,5.775,,,6.0,6.393
2.2825,2.3150000000000004,,,2.3,2.292
4.9346102,4.96,,,5.1,5.026
2.031738,2.035,,3.9,2.0,1.988
5.902984,5.955,,5.34,6.1,6.072
1.522343,1.53,,,1.5,1.533
4.634594,4.195,,,4.7,4.975
1.75,1.8,,,1.8,1.769
4.7555887,4.75,,,4.9,6.477
2.84079,2.9200000000000004,,,3.0,2.933
6.880355,6.24,,,7.0,7.152
1.920635,2.2150000000000003,,,2.0,2.022
5.966875,5.665,,,6.0,6.173
1.4224578,1.415,,2.3000000000000003,1.4,1.432
4.0456088,3.94,,4.08,4.1,5.718
2.041943,2.0000000000000004,,,2.0,2.022
5.535402,4.83,,,5.5,5.414
2.088907,2.055,,,2.1,2.056
5.474186,5.115,,,5.5,5.498
2.305,2.3400000000000003,,2.58,2.4,0.031
5.3975682,5.415,,5.12,5.6,5.65
2.126445,2.1300000000000003,,1.96,2.1,0.031
6.280061,6.105,,5.24,6.4,6.578
2.560992,2.5850000000000004,,,2.6,2.579
6.510548,6.28,,,6.6,6.815
1.8257419,1.82,,,1.9,1.853
4.3162227,4.3100000000000005,,,4.4,4.402
1.834443,1.845,,,1.9,1.853
5.369124,5.260000000000001,,,5.5,5.566
1.639177,1.655,,,1.7,1.651
4.523659,4.300000000000001,,,4.6,4.604
1.8150001,1.835,,,1.8,1.786
3.1471706,3.155,,,3.3,3.372
1.896974,1.875,,,1.9,1.853
3.735175,3.7449999999999997,,,3.9,3.912
1.674846,1.71,,,1.7,1.702
3.343403,2.98,,,3.5,3.17
2.03,2.0500000000000003,,,2.0,2.005
4.3106717,4.295,,,4.4,6.258
1.366439,1.355,,,1.3,1.347
4.507965,4.105,,,4.6,6.022
1.923609,1.905,,,1.9,1.887
4.790262,4.315,,,4.9,5.161
1.865,1.855,,2.16,1.9,1.837
3.9270938,3.955,,3.98,4.1,4.081
1.978409,1.965,,,2.0,1.955
4.882211,4.91,,,5.0,5.144
2.228007,2.2,,,2.2,2.174
4.84913,4.865,,,4.9,5.11
2.24,2.305,,2.2,2.3,0.031
5.2934859,5.300000000000001,,4.98,5.4,5.431
2.046941,2.06,,,2.0,2.022
6.036138,5.78,,,6.2,6.258
1.884835,1.96,,,2.0,1.904
5.71514,5.495,,,5.8,6.106
1.295,1.29,,,1.3,1.297
3.6947821,3.715,,,3.8,3.963
1.690321,1.665,,,1.7,1.651
4.860951,4.615,,,5.0,5.127
2.227598,2.3750000000000004,,,2.2,2.208
5.228708,4.550000000000001,,,5.4,5.482
1.96,1.965,,,2.0,1.921
4.0617068,4.050000000000001,,,4.3,4.25
1.869974,1.845,,,1.9,1.82
4.908341,4.885000000000001,,,5.1,5.127
2.004172,1.985,,,2.0,1.988
4.734992,4.65,,,4.8,4.975
2.105,2.1,,2.24,2.1,0.031
10.7479524,10.54,,10.620000000000001,10.7,12.603
2.159612,2.1300000000000003,,2.8000000000000003,2.1,2.14
16.640855,16.060000000000002,,6.140000000000001,16.8,16.754
1.417148,1.39,,6.24,1.4,0.031
12.924009,12.395,,13.540000000000001,13.0,13.48
2.2249999,2.2500000000000004,,2.7600000000000002,2.2,2.225
5.9557268,5.94,,5.72,6.1,7.979
2.073945,2.1300000000000003,,2.62,2.1,2.107
7.05999,6.655,,6.0200000000000005,7.2,7.237
1.798705,1.865,,,1.9,1.837
6.63138,6.29,,,6.7,6.983
1.33,1.335,,,1.3,1.313
2.3542024,2.2649999999999997,,,2.5,2.461
1.977773,1.965,,,2.0,1.955
3.375218,3.3699999999999997,,,3.5,3.473
1.241715,1.28,,,1.2,1.229
2.549211,2.4,,,2.7,2.613
2.1800001,2.2600000000000002,,2.2,2.3,2.258
7.5913451,7.575,,7.2,7.7,9.683
2.836477,2.8950000000000005,,2.8000000000000003,2.9,2.917
11.422353,11.135,,7.38,11.6,11.658
2.372065,2.4250000000000003,,4.64,2.5,2.444
9.726559,9.365,,8.94,9.9,10.477
2.27,2.3950000000000005,,,2.3,2.275
4.1971526,4.205,,,4.4,5.92
2.047548,2.075,,,2.1,2.039
4.64101,4.37,,,4.8,4.807
1.37959,1.605,,,1.4,1.432
3.901582,3.84,,,4.1,4.013
1.64,1.655,,1.98,1.8,1.668
3.462748,3.48,,3.5,3.6,3.558
1.696452,1.725,,,1.9,1.752
4.24506,3.965,,,4.4,4.469
2.194375,2.305,,,2.3,2.275
4.59092,4.255,,,4.7,5.161
1.9053996,1.915,,,1.9,1.904
4.8968631,4.915,,,5.1,5.161
2.355223,2.33,,,2.3,0.031
6.374996,6.165,,,6.6,6.747
2.17128,2.1550000000000002,,,2.1,2.123
6.125994,6.220000000000001,,,6.1,6.325
2.0699999,2.1350000000000002,,,2.1,2.107
4.2371202,4.220000000000001,,,4.4,4.385
2.122906,2.1500000000000004,,,2.2,2.191
5.237769,5.0200000000000005,,,5.4,5.38
2.460581,2.7100000000000004,,,2.7,2.647
5.569692,5.49,,,5.7,5.971
1.9299999,2.0500000000000003,,,2.1,0.031
4.7664133,4.735,,,4.8,6.258
2.489342,2.6900000000000004,,,2.8,0.031
6.538078,6.275,,,6.4,8.165
1.23949,1.675,,,1.5,1.499
5.307608,4.83,,,5.2,5.482
1.665,1.665,,1.52,1.7,1.651
3.9096079,3.73,,3.8200000000000003,4.1,4.013
1.980499,1.96,,,2.0,0.031
5.007891,4.78,,,5.2,5.313
2.373159,2.3750000000000004,,,2.3,2.343
5.386558,4.9750000000000005,,,5.4,5.549
2.01,2.0000000000000004,,,2.0,1.988
4.7514254,4.75,,,4.9,4.807
1.691156,1.675,,,1.7,1.668
5.738338,5.4350000000000005,,,5.9,5.954
2.246271,2.31,,,2.2,2.191
5.924516,5.220000000000001,,,6.1,6.46
1.645,1.64,,,1.6,1.617
3.7847092,3.53,,,4.0,4.013
2.249887,2.22,,,2.2,2.174
4.992949,4.575,,,4.8,5.465
1.897251,1.875,,,1.9,1.853
4.713517,4.215000000000001,,,4.9,5.482
2.2625,2.2800000000000002,,2.82,2.3,2.292
6.1511239,6.03,,6.0200000000000005,6.3,6.427
2.111532,2.0850000000000004,,,2.3,2.09
8.064274,7.57,,,8.2,8.755
1.630168,1.865,,,1.7,1.634
6.868881,6.325,,,7.0,7.473
2.0350001,2.075,,2.4,2.2,2.073
4.9271163,4.965000000000001,,4.84,5.2,5.161
2.249884,2.2500000000000004,,,2.3,2.258
6.475283,6.21,,,6.7,7.135
2.144483,2.1500000000000004,,,2.2,2.157
5.986813,5.575,,,6.1,6.562
1.4,1.455,,,1.4,1.415
2.4793787,2.005,,,2.7,2.579
1.816726,1.855,,,1.9,1.87
3.287528,3.2849999999999997,,,3.5,3.457
1.795933,1.82,,,1.8,1.837
3.107192,2.46,,,3.3,3.102
1.785,1.83,,1.68,1.8,1.82
4.2115853,4.21,,3.68,4.4,4.368
2.329585,2.35,,2.12,2.4,2.36
5.48254,5.46,,4.7,5.7,5.6
2.08908,2.1,,1.98,2.1,2.073
5.098995,5.085,,5.6000000000000005,5.4,5.633
1.535,1.605,,,1.6,1.6
4.599049,4.61,,,4.7,4.655
2.45085,2.4650000000000003,,,2.5,2.444
6.515281,6.1850000000000005,,,6.6,6.882
1.794914,1.81,,,1.8,1.803
5.909488,5.53,,,6.0,6.106
1.6636511,1.71,,,1.7,1.651
3.7069944,3.61,,,3.8,3.71
1.975772,1.94,,,2.0,1.887
4.603685,4.565,,,4.6,4.553
1.894396,1.885,,,1.9,1.87
4.376808,4.050000000000001,,,4.4,4.537
1.97,2.1050000000000004,,,2.1,2.107
4.6145919,4.61,,,4.8,4.672
1.720146,1.73,,,2.0,0.031
5.301266,5.3100000000000005,,,5.5,5.482
2.370312,2.5300000000000002,,2.44,2.6,2.545
5.631548,5.335,,6.12,5.8,5.819
1.995,2.06,,,2.1,0.031
4.4200274,4.4350000000000005,,,4.6,4.57
1.547178,1.58,,,1.6,1.567
4.671697,4.69,,,4.9,4.807
1.646174,1.68,,,1.7,1.685
4.700171,4.680000000000001,,,4.9,4.975
2.5550001,2.5500000000000003,,2.46,2.6,0.031
7.6740558,7.65,,7.42,7.9,7.81
1.791637,1.785,,,1.8,1.803
9.164172,9.174999999999999,,,9.3,9.582
2.201065,2.1900000000000004,,,2.2,2.208
9.00356,8.7,,,9.2,9.802
2.75,2.74,,,2.7,0.031
6.5255426,6.3950000000000005,,,6.7,6.663
2.552472,2.5200000000000005,,2.34,2.5,2.512
7.484803,7.46,,6.72,7.7,7.625
2.234776,2.225,,,2.2,2.191
6.899419,6.2700000000000005,,,7.0,7.304
1.265,1.32,,,1.3,1.297
2.8426952,2.6799999999999997,,,3.0,3.001
2.332552,2.3150000000000004,,,2.3,2.326
4.438376,4.44,,,4.5,4.537
1.698742,1.715,,,1.8,1.752
3.78023,3.7399999999999998,,,3.9,3.845
1.22,1.245,,,1.3,1.28
3.4880053,3.46,,,3.7,3.558
2.201549,2.33,,,2.4,2.343
5.202714,5.16,,,5.4,5.245
1.955556,2.1500000000000004,,,2.1,2.107
4.981088,4.5600000000000005,,,5.1,5.482
2.4000001,2.4050000000000002,,2.2800000000000002,2.4,0.031
4.8824303,4.83,,4.74,4.9,4.874
1.494736,1.525,,,1.5,1.516
4.805264,4.415,,,4.8,4.739
1.69866,1.835,,,1.7,1.685
4.895694,4.535,,,4.9,5.465
1.9299999,1.935,,,1.9,1.904
5.2138283,5.235,,,5.4,5.414
2.038119,1.9949999999999999,,,2.0,2.022
6.628903,6.25,,,6.8,7.0
2.311024,2.2800000000000002,,,2.3,2.258
6.804535,6.285,,,6.9,7.372
2.6949999,2.7,,2.52,2.7,0.031
6.0997766,6.08,,5.74,6.3,6.19
2.13981,2.1450000000000005,,,2.1,2.123
7.462443,7.170000000000001,,,7.6,8.637
2.038831,2.0100000000000002,,,2.0,2.005
6.639909,6.0600000000000005,,,6.8,6.899
2.78,2.8550000000000004,,2.86,2.9,0.031
6.9457574,6.945,,6.78,7.0,7.085
1.86576,1.885,,,1.9,1.904
7.241923,6.96,,,7.4,7.625
2.112812,2.165,,,2.1,2.14
7.494361,6.2,,,7.6,7.928
1.65,1.665,,,1.8,1.702
3.0200514,3.01,,,3.2,3.288
1.536508,1.57,,,1.7,1.634
3.414646,3.42,,,3.6,3.608
1.614422,1.645,,,1.7,1.685
3.322449,3.1799999999999997,,,3.5,3.71
1.975,1.965,,,2.0,2.022
4.7628051,4.760000000000001,,,4.9,4.925
2.141125,2.1300000000000003,,,2.2,2.174
5.872306,5.53,,,6.0,6.207
1.812993,1.825,,,1.9,1.837
5.526175,5.245,,,5.7,5.667
2.875,2.9250000000000003,,,2.9,0.031
5.9637758,5.94,,,6.0,7.81
1.98851,2.015,,,2.0,2.005
6.177887,5.4750000000000005,,,6.1,6.106
1.795988,1.91,,,1.8,1.803
5.809819,5.135000000000001,,,5.8,6.224
2.085,2.0650000000000004,,2.3000000000000003,2.1,0.031
9.816763,9.815,,9.74,9.9,11.978
2.420865,2.3750000000000004,,8.56,2.4,2.377
15.493378,14.969999999999999,,14.3,15.6,15.978
2.056619,2.1950000000000003,,,2.0,2.022
12.222222,11.424999999999999,,,12.3,12.805
1.785,1.8,,,1.8,0.031
5.4022866,5.41,,,5.5,7.287
1.812704,1.8,,,1.8,1.803
7.13303,6.44,,,7.3,7.22
1.553099,1.855,,,1.5,1.516
6.17187,6.115,,,6.3,6.477
1.5301483,1.55,,,1.5,1.533
3.5498996,3.4899999999999998,,,3.7,3.558
1.623776,1.61,,,1.6,1.583
4.227241,4.195,,,4.3,4.283
2.370103,2.35,,,2.3,2.326
4.937033,4.7700000000000005,,,5.1,4.975
2.105,2.1950000000000003,,2.32,2.1,2.09
5.3,5.29,,4.66,5.4,5.482
1.525247,1.665,,,1.5,1.499
6.508208,6.195,,,6.6,7.068
1.371192,1.525,,,1.4,1.364
5.68994,5.340000000000001,,,5.6,5.971
1.5650001,1.6,,1.62,1.6,1.583
3.2690162,3.28,,2.98,3.5,3.389
1.751815,2.015,,,2.0,2.005
4.147221,3.565,,,4.3,4.368
1.879923,2.115,,1.98,2.1,2.107
4.154775,3.56,,4.66,4.3,4.418
1.8940199,1.89,,,1.9,1.87
3.4688542,3.4899999999999998,,,3.6,3.592
1.833395,1.795,,,1.8,1.803
3.98418,3.795,,,4.1,4.368
1.854607,1.825,,,1.9,1.837
3.825075,3.59,,,3.9,3.963
1.73,1.765,,,1.7,1.735
4.2196344,4.21,,,4.3,6.055
2.466098,2.4600000000000004,,,2.5,2.444
5.829623,5.3950000000000005,,,5.8,5.853
1.769953,1.93,,,1.8,1.786
4.848814,4.465000000000001,,,4.8,5.296
2.4019414,2.455,,2.5,2.5,2.461
7.8861061,7.9,,7.68,8.1,8.266
1.760403,1.8,,,1.8,1.786
10.800964,10.344999999999999,,,10.5,10.966
2.516392,2.5450000000000004,,,2.6,2.562
9.987296,9.434999999999999,,,10.1,10.477
1.465,1.465,,1.7,1.4,1.432
3.643246,3.63,,3.56,3.8,3.811
1.991683,1.965,,,2.0,1.938
4.994857,4.6450000000000005,,,5.2,5.245
1.903647,1.89,,,1.9,1.887
4.794658,4.4,,,4.5,4.739
1.595,1.61,,1.46,1.6,1.583
5.0636723,4.86,,4.6000000000000005,5.2,5.144
1.924391,1.9,,,1.9,1.853
7.723414,7.2250000000000005,,,7.4,7.861
1.552217,1.535,,,1.5,1.516
6.00969,5.680000000000001,,,6.1,6.528
1.8200001,1.825,,,1.8,1.82
3.9146039,3.5349999999999997,,,4.1,4.132
1.829564,1.8,,,1.8,1.786
4.617796,4.635000000000001,,,4.8,4.891
2.289319,2.2950000000000004,,,2.3,2.258
4.827743,4.385000000000001,,,5.0,5.161
1.51,1.525,,,1.5,1.499
3.2837265,3.2649999999999997,,,3.5,3.423
1.995465,1.97,,,2.0,1.887
4.478952,4.48,,,4.7,4.705
1.919954,1.965,,,1.9,1.921
4.240363,3.98,,,4.3,4.3
2.175,2.165,,,2.1,2.157
3.9173794,3.875,,,4.0,4.047
2.75873,2.7350000000000003,,,2.8,2.731
5.083447,4.7,,,5.3,5.195
2.516475,2.4850000000000003,,,2.5,2.478
4.724447,4.470000000000001,,,4.8,5.228
1.595,1.615,,,1.6,1.6
3.4544214,3.42,,,3.6,3.575
1.780952,1.78,,,1.8,1.769
4.158885,4.135000000000001,,,4.3,4.368
1.819526,1.855,,,1.8,1.786
4.171357,3.965,,,4.3,4.3
2.1025,2.1500000000000004,,,2.2,2.157
4.2501652,4.235,,,4.4,4.368
1.765194,1.77,,,1.8,1.718
4.542557,4.54,,,4.7,4.722
1.80307,2.305,,,1.8,1.803
4.496946,4.215000000000001,,,4.6,5.093
1.715,1.72,,,1.7,1.718
3.8865711,3.905,,,4.0,4.081
1.322148,1.31,,,1.3,1.297
4.197865,4.21,,,4.4,4.486
1.990985,2.0000000000000004,,,2.0,1.972
4.645504,4.365,,,4.8,4.823
1.355,1.52,,,1.5,1.499
2.8265971,2.58,,,2.8,2.849
1.938061,2.1550000000000002,,,2.1,2.14
3.989779,3.8649999999999998,,,3.9,3.929
1.682975,1.87,,,1.9,1.87
3.566497,3.475,,,3.5,3.44
1.1175,1.17,,,1.2,1.145
2.6528491,2.645,,,2.8,2.815
2.171431,2.1950000000000003,,,2.2,2.174
4.264899,4.285,,,4.4,4.435
1.633024,1.99,,,1.6,1.617
3.581222,3.3649999999999998,,,3.6,3.929
0.965,1.145,,,1.0,1.027
2.5087992,2.3499999999999996,,,2.6,2.528
2.033091,2.0300000000000002,,,2.2,2.073
4.36313,4.300000000000001,,,4.3,4.25
1.770352,1.785,,,1.9,
3.902172,3.5549999999999997,,,3.8,
1.1,1.16,,,1.2,1.128
2.7608171,2.75,,,2.9,2.984
2.039284,2.055,,,2.1,2.073
4.099175,4.11,,,4.3,4.216
1.985887,1.9949999999999999,,,2.0,2.005
4.027887,3.56,,,4.2,4.047
1.61,1.615,,1.44,1.6,1.533
3.8479912,3.635,,4.72,4.0,4.115
1.80581,1.79,,,1.8,1.752
5.163654,4.555000000000001,,,5.3,5.347
1.961376,2.0000000000000004,,,1.9,1.921
4.98248,4.415,,,5.1,5.667
1.865,1.885,,2.12,1.9,1.904
3.9051671,3.8899999999999997,,4.72,3.9,3.912
2.413816,2.4250000000000003,,,2.5,0.031
5.296349,5.220000000000001,,,5.2,5.363
2.228057,2.24,,,2.3,2.275
4.86507,4.180000000000001,,,4.8,4.891
1.23,1.255,,1.82,1.2,1.212
3.95,3.81,,4.62,4.0,4.047
1.830839,1.815,,,1.8,1.82
5.604939,5.19,,,5.5,5.515
1.231085,1.415,,,1.2,1.195
4.648305,3.6,,,4.6,5.026
1.2967264,1.345,,,1.5,1.432
3.4055722,3.3649999999999998,,,3.5,3.558
1.770975,2.0300000000000002,,,2.0,1.82
4.563035,3.795,,,4.7,4.621
1.711111,1.93,,,2.0,1.921
4.330159,3.425,,,4.5,4.351
2.03,2.02,,1.92,2.0,0.031
5.4342052,5.065,,5.36,5.7,5.768
2.219873,2.2,,,2.2,2.174
6.940875,6.245,,,7.1,7.203
1.67619,1.69,,,1.7,1.634
6.345578,5.735,,,6.5,6.899
1.52,1.705,,,1.8,1.702
4.9823493,4.930000000000001,,,5.2,5.161
2.745465,2.915,,,2.9,2.9
7.53226,7.075,,,7.7,7.709
1.812699,1.97,,,2.0,1.972
6.086168,5.86,,,6.0,6.072
1.335,1.36,,,1.3,1.313
3.0425332,3.06,,,3.2,3.119
1.906043,1.87,,,1.9,1.87
4.428042,4.16,,,4.6,4.469
1.664828,1.65,,,1.7,1.668
3.84963,3.605,,,4.0,3.895
1.1651664,1.28,,,1.2,1.162
3.1085907,3.045,,,3.3,3.355
2.485924,2.4650000000000003,,,2.5,2.427
5.240085,5.065,,,5.4,5.38
1.931494,2.0900000000000003,,,1.9,
4.25034,3.275,,,4.4,
1.575,1.575,,,1.6,1.567
3.8124645,3.75,,,3.8,3.811
2.514904,2.4850000000000003,,,2.5,2.478
5.518172,5.495,,,5.5,5.482
2.727664,2.87,,,2.7,2.714
5.480059,5.11,,,5.3,5.38
1.8099999,1.905,,,1.9,1.904
5.054513,5.0200000000000005,,,5.1,5.009
2.215369,2.29,,,2.3,0.031
6.688924,5.9750000000000005,,,6.7,6.578
2.128496,2.2550000000000003,,,2.3,2.242
6.346293,5.46,,,6.4,6.73
1.37,1.43,,,1.4,1.415
2.7921806,2.71,,,3.0,2.984
2.230813,2.225,,,2.3,2.242
4.235374,4.235,,,4.4,4.283
1.581632,1.8,,,1.6,1.617
3.362646,3.235,,,3.5,3.389
2.28,2.2700000000000005,,2.7,2.3,2.258
6.1128216,6.095000000000001,,5.76,6.2,6.41
1.526661,1.51,,,1.5,1.516
7.256232,6.5600000000000005,,,7.0,9.177
1.575629,1.745,,,1.6,1.567
6.2417,5.6000000000000005,,,6.3,6.815
1.59,1.595,,,1.6,1.567
3.1124765,3.125,,,3.3,3.271
1.389925,1.38,,,1.4,1.178
3.34932,2.925,,,3.5,3.828
1.509897,1.52,,,1.5,1.482
3.525334,2.78,,,3.6,4.064
1.455,1.47,,,1.4,1.432
3.1080356,2.9699999999999998,,,3.2,3.085
2.070936,2.06,,,2.0,2.039
4.359433,4.380000000000001,,,4.0,4.604
1.960185,2.0000000000000004,,,1.9,1.938
4.065449,3.795,,,4.1,4.267
1.35,1.47,,,1.4,1.364
3.4136212,3.3449999999999998,,,3.5,3.49
1.947279,2.0500000000000003,,,2.0,2.022
4.690573,4.65,,,4.9,4.874
2.236931,2.3950000000000005,,,2.3,2.275
4.821956,4.37,,,4.9,5.043
1.7,1.785,,,1.8,1.769
4.1130541,4.07,,,4.1,4.267
1.42473,1.48,,,1.5,1.465
4.578621,4.565,,,4.5,4.604
1.92286,2.2150000000000003,,,2.0,2.022
4.962481,4.015,,,5.0,5.313
1.2381628,1.265,,,1.2,1.246
7.7356725,6.815,,,7.9,7.793
1.985488,1.965,,4.98,2.0,1.972
11.464181,11.155,,9.72,11.6,11.776
1.818821,1.805,,,1.8,1.803
10.964358,10.535,,,11.1,11.32
1.5764996,1.62,,,1.7,1.634
4.4655461,4.390000000000001,,,4.6,4.537
2.248962,2.245,,,2.4,2.292
6.391475,6.175000000000001,,,6.6,6.68
1.525159,1.545,,,1.7,1.55
5.356532,5.2,,,5.5,5.903
1.755,1.745,,,1.7,1.718
4.6381839,4.65,,,4.8,4.891
2.004099,1.9749999999999999,,,2.0,1.988
5.904655,5.3100000000000005,,,6.0,6.292
1.885262,1.885,,,1.9,1.837
5.607256,5.065,,,5.7,6.072
1.2625,1.3,,,1.3,1.297
4.40726,4.42,,,4.6,4.57
1.982249,1.9800000000000002,,,2.0,1.972
6.621106,6.525,,,6.8,6.967
1.661361,1.655,,,1.7,1.668
5.825462,4.995,,,6.0,6.325
1.4194047,1.475,,1.68,1.5,1.499
6.805,6.455,,6.66,7.0,6.967
1.566289,1.635,,3.34,1.7,1.702
9.140502,8.54,,8.8,9.3,10.831
2.072679,2.245,,,2.2,2.208
8.964049,7.835000000000001,,,9.1,9.532
1.4,1.395,,1.26,1.4,1.398
3.8582607,3.855,,4.92,4.0,3.963
1.997473,1.965,,1.84,2.0,1.972
5.323471,5.33,,4.82,5.5,5.684
1.913044,1.895,,,1.9,1.904
5.094027,4.86,,,5.2,5.11
2.0450001,2.06,,,2.1,2.107
4.0031432,3.935,,,4.2,4.03
2.035502,2.12,,,2.2,2.107
4.746506,4.745,,,5.0,6.224
1.181607,1.325,,,1.2,1.212
3.636735,2.775,,,3.8,4.081
1.4033067,1.49,,,1.5,1.482
2.925961,2.8699999999999997,,,3.1,3.052
1.810884,1.85,,,2.0,1.904
3.855153,3.8649999999999998,,,4.0,4.013
1.49161,1.62,,,1.6,1.6
3.491846,2.7399999999999998,,,3.6,3.558
2.0450001,2.055,,2.02,2.0,2.039
5.6160022,5.6450000000000005,,5.28,5.8,5.988
2.259268,2.31,,,2.2,2.208
7.617009,7.605,,,7.8,7.945
1.543249,1.54,,,1.5,1.55
6.185341,5.140000000000001,,,6.4,6.899
2.4521785,2.455,,,2.4,2.427
6.7345398,6.470000000000001,,,6.8,6.815
1.807517,1.79,,,1.8,1.769
8.365283,8.1,,,8.5,8.553
2.060317,2.0500000000000003,,,2.0,2.039
7.703963,6.180000000000001,,,7.8,8.283
1.76,1.77,,,1.8,1.752
4.5798978,4.58,,,4.7,4.722
1.832038,1.825,,,1.8,1.837
5.670954,5.69,,,5.9,5.988
1.81223,1.8,,,1.8,0.031
5.570257,5.33,,,5.7,5.836
1.6417245,1.695,,,1.6,1.617
3.5598915,3.565,,,3.7,3.76
2.308982,2.3000000000000003,,,2.3,2.258
4.778028,4.785,,,5.0,4.992
2.481195,2.495,,,2.5,2.461
4.834014,4.720000000000001,,,5.0,4.975
1.4460498,1.48,,,1.5,1.482
3.902114,3.8649999999999998,,,4.1,3.98
2.281133,2.3000000000000003,,,2.3,2.326
5.694434,5.515000000000001,,,5.9,5.853
2.039232,2.0450000000000004,,,2.1,2.09
5.18199,5.175000000000001,,,5.3,5.768
1.75,1.79,,1.62,1.8,1.786
4.365072,4.355,,5.22,4.6,4.469
1.748287,1.785,,,1.8,1.786
5.188673,5.21,,,5.4,5.532
2.032989,2.0300000000000002,,1.94,2.0,2.022
5.485438,4.54,,5.86,5.6,5.903
1.155,1.16,,0.0,1.2,1.128
2.49964,2.485,,3.14,2.7,3.119
2.337404,2.345,,,2.3,2.326
4.075013,4.085,,,4.2,4.84
1.823694,1.84,,,1.8,1.803
3.46243,2.675,,,3.6,3.878
1.21,1.285,,,1.2,0.031
4.0542129,4.035,,,4.2,4.267
2.111642,2.1500000000000004,,,2.1,2.107
5.757728,5.755000000000001,,,6.0,6.038
1.964837,2.1450000000000005,,,2.0,1.972
5.394827,5.255000000000001,,,5.6,5.937
1.8200001,1.87,,2.02,1.9,1.87
6.6870782,6.69,,7.62,6.9,6.798
2.044519,2.04,,,2.1,2.022
9.807248,9.629999999999999,,,10.0,10.156
1.961573,1.9949999999999999,,2.42,2.0,1.988
7.983465,7.635000000000001,,8.540000000000001,8.1,8.57
1.495,1.535,,,1.5,1.516
3.204624,3.19,,,3.4,3.338
1.960322,1.96,,,2.0,1.938
4.143872,4.155,,,4.4,5.363
1.959186,2.0100000000000002,,,2.0,1.972
4.089033,4.015,,,4.3,4.604
1.2,1.365,,,1.3,1.347
2.886271,2.8499999999999996,,,3.1,3.018
1.85285,2.02,,,2.1,2.039
4.160544,4.155,,,4.3,4.435
2.133041,2.325,,,2.4,2.326
4.239027,4.155,,,4.3,4.587
1.16,1.35,,,1.2,1.212
3.3367391,3.0549999999999997,,,3.5,3.592
2.466121,2.5850000000000004,,,2.7,2.579
5.396372,5.17,,,5.6,5.633
1.859058,1.965,,,1.9,1.887
4.721876,4.340000000000001,,,4.8,5.127
1.765,1.815,,1.82,1.8,1.803
5.0758846,4.995,,5.98,5.2,5.144
2.334245,2.3200000000000003,,,2.4,2.326
6.623261,6.155,,,6.8,6.865
1.671238,1.71,,1.62,1.7,1.718
5.815112,5.455,,6.0,6.0,6.038
2.625,2.6550000000000002,,3.34,2.7,0.031
5.7458969,5.755000000000001,,6.640000000000001,5.9,5.87
2.254743,2.225,,,2.3,2.258
5.986395,5.74,,,6.2,6.292
2.005167,2.02,,,2.0,2.005
5.718664,5.08,,,5.8,6.258
1.4450001,1.485,,1.36,1.5,1.465
4.7195068,4.735,,5.44,4.9,4.773
3.085496,3.095,,,3.1,3.068
7.273903,6.955,,,7.4,7.405
2.160237,2.205,,,2.2,2.191
6.246428,5.715000000000001,,,6.2,6.629
1.32,1.325,,,1.4,1.364
4.2054792,4.08,,,4.4,4.334
2.070028,2.0450000000000004,,,2.0,2.056
6.426006,5.885000000000001,,,6.6,6.612
1.699578,1.7,,,1.7,1.735
5.726414,4.930000000000001,,,5.9,5.768
1.355,1.42,,,1.4,1.364
2.8551851,2.61,,,3.0,3.018
1.82585,2.0100000000000002,,,1.9,1.87
3.726531,3.475,,,3.6,3.625
2.119585,2.31,,,2.1,2.157
